text,label,"Anh ơi anh có nhận ra anh tôi không, tôi là Minh đây. Tôi đang bị kẹt ở sân bay Thái Lan mà quên ví mất rồi. Anh có thể chuyển gấp cho tôi 20 triệu để mua vé về không, về đến nơi tôi hoàn ngay.",4,Tôi là y tá phòng cấp cứu bệnh viện Chợ Rẫy gọi đây. Con trai của bà đang nằm cấp cứu do tai nạn giao thông rất nghiêm trọng vừa xảy ra ở đường Nguyễn Trãi. Cần đặt cọc viện phí khẩn cấp 30 triệu đồng ngay để tiến hành phẫu thuật không thể chờ thêm ạ.,0,Bạn ơi tài khoản Facebook của tôi vừa bị khóa cần bạn giúp. Bạn vào link này xác nhận danh tính cho tôi với không thì tôi mất hết dữ liệu. Link này là trang chính thức của Facebook yêu cầu người thân xác minh giúp thôi bạn đừng lo.,3
m boom hàng xọp pi tớ block cm m h bank 50k hoàn ship zo stb này đi ml kiểu dị,17,,,,,,
nhắn sms brandname trúng sh mà bắt đóng v.a.t 5cu clm hảo,13,,,,,,
Sáng nay xem sao kê từ thiện của mấy nghệ sĩ mới thấy nhiều người phông bạt quyên góp ghê,22,,,,,,
quay 1 phat trúng ip 15 ròi chời ơi khum tin duoc click l.j.n.k de nhan the cao t,13,,,,,,
"Ra cây ATM rút tiền mà quên mang thẻ, may nãy mở app banking ra quét mã QR rút rốp rẻng luôn",22,,,,,,
tảj cày pj ảo tưởng lm tỷ phu r nè kkk share vjd t ít làm vốn sàn forex đj m mãj keo,11,,,,,,
"pác ơj mớj bị c0ng 4n gt bắt p.h.a.t ng.u.o.j 5 trjệu m ơj, share t đóng lẹ khum nó gjam xe, ảo thật đấy",0,,,,,,
"ê nghe t nói nè c.a.n nó bế tao lên phường vì tội buôn ma túy ảo, ck 100 trịu cứu tao ròi t ck trả",0,,,,,,
"tầm này aj tảj app vn e.jd đó nữa, down cáj fjle apk này ấp đết xịn đét 100% bố khỉ",1,,,,,,
"Hệ thống cổng dịch vụ công đang bảo trì, trưởng thôn chờ chiều tối cập nhật lại khuôn mặt sau nha",22,,,,,,
"chùa đang kêu gọi chúng sanh quyên tiền xây tượng phật, cài cmen mạnh momo cá nhân thầy đi đc phước hảo",10,,,,,,
Bác trưởng thôn thông báo mai cả xóm ra nhà văn hóa để công an xã hỗ trợ cài app vneid mức 2 nhé,22,,,,,,
"việc nhẹ lương cao cày like youtube thôi k cọc k l.ừa d.ả.o, nộp nhiệm vụ cho n.v.tổng trầm cảm",12,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
chời ơi đang cúp điện khum wifi t gọi deepfake đụng xe m ck t 1 tr đóng tiền đền lẹ trời độ,7,,,,,,
"bé ơi bị can hs báo tao dính đường dây rửa tìn, đòi đóng 50 củ bảo lãnh, tâm linh thiệc",0,,,,,,
"T qua ngã tư bị cảnh sát giao thông vẫy vào thổi nồng độ cồn, hên quá nãy chỉ uống coca",22,,,,,,
"chùa đang kêu gọj chúng sanh quyên tjền xây tượng phật, xỉa tìn mạnh momo cá nhân thầy đj đc phước trầm cảm",10,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
Hôm qua đi làm quên mang xin nhan bị công ty công an phường tuýt còi phạt 2 xị cay quá,22,,,,,,
"dcm cái thẻ bhyt ko xài đc bực thiếc chứ, tải app fake này nhập mặt vô lụm bảo hiểm liền xu cà na",1,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
t d4ng bi t.a.i.n.4.n cap c.uu. ma.y c.k. t 10 tr n.h.a.n.h,7,,,,,,
alo b bi p.h.4.t.ngu0i 20tr b c.k ngay vao s0 t41 khoan k.h0..bac gap nhe,0,,,,,,
"Làm bên chi nhánh mới áp lực doanh số quá, tao không hoàn thành nhiệm vụ tháng này chắc bị trừ lương",22,,,,,,
"Ủa hôm rày m mượn t 2 triệu á, khi nào có lương thì chuyển khoản qua số tài khoản đuôi 888 này nha",22,,,,,,
"m trade coin sàn phông bạt này ez 100%, nạp margin 1 tỷ usd cho tới nóc ảo ma canada",11,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê ko tốn phí ship",22,,,,,,
"Làm bên chi nhánh mới áp lực doanh số quá, tao không hoàn thành nhiệm vụ tháng này chắc bị trừ lương",22,,,,,,
"Lương tháng này công ty vừa chuyển khoản banking qua mb bank rồi đó, mẹ check xem ting ting chưa",22,,,,,,
"tải cmn cái v.n.e.i.đ trên store fake này ấp đết dữ liệu khuôn mặt lẹ đi bồ, xu cà na",1,,,,,,
Ông can xã bữa nay xuống tận nhà thu thập thông tin làm cccd gắn chip đó trưởng thôn,22,,,,,,
ê nghe t nói nè shipper fake gọi đòi phí 20k bố up lên momo hoá ra scam cay khum,17,,,,,,
"các chú ơi viet c0mbank nó báo thẻ bị trừ 20 củ 1 dọc, m xem lấy otp huỷ d.c.m.m vcl",16,,,,,,
"các chú ơi acc dvc bị locked cm rồi, nó bắt tải app apk cài đặt lại trợ năng m ơi",1,,,,,,
"Lương tháng này công ty vừa ck banking qua mb bank r đó, vợ check xem ting ting chưa",22,,,,,,
tải app check l.y.n.k shipper bom hàng đi má coi cho lẹ nèk cảm giác lúc ấy sẽ ra sao,17,,,,,,
"Hệ thống cổng dịch vụ công đang bảo trì, trưởng thôn chờ chiều tối cập nhật lại khuôn mặt sau nhé",22,,,,,,
m boom hàng xọp pi tớ block cm m h nhấp dô 50k hoàn ship zo stb này đi ml ảo ma canada,17,,,,,,
"Ra cây ATM rút tiền mà quên mang thẻ, may nãy mở app banking ra quét mã QR rút rốp rẻng luôn",22,,,,,,
"c0ng an phường ép t cắt hk, đòi t xộ khám 5 xị lo lót khum m",0,,,,,,
"Làm bên chi nhánh mới áp lực doanh số quá, tao không hoàn thành nhiệm vụ tháng này chắc bị trừ lương",22,,,,,,
"Làm bên chi nhánh mới áp lực doanh số quá, tao không hoàn thành nhiệm vụ tháng này chắc bị trừ lương",22,,,,,,
Bác trưởng thôn thông báo mai cả xóm ra nhà văn hóa để công an xã hỗ trợ cài app vneid mức 2 nhé,22,,,,,,
"Mẹ ơi ra ủy ban nhân dân làm định danh điện tử đi, người ta bắt buộc đó",22,,,,,,
bạn t bảo cày view tóp tóp 1 ngày lụm 5 củ cho phẻ mắc mớ đi làm chi ác ỏ,12,,,,,,
"đại diện hội chữ thập đỏ xã nè, bà con c.k zô quỹ chó mèo của t đây nè để cứu đói rớt nước mắt",10,,,,,,
"bé ơj c.a.n nó bế tao lên phường vì tộj buôn ma túy ảo, xỉa tìn 100 trịu cứu tao ròj t xỉa tìn trả",0,,,,,,
tải cày pi ảo tưởng lm tỷ phu r nè kkk c.k t ít làm vốn sàn forex đi m bất ổn,11,,,,,,
"acc bidv bay màu gòi, đọc otp cho m xem m cứu dc hong, ét ô ét",16,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, ba gửi 50k vào quỹ của lớp nhé",22,,,,,,
"m trade coin sàn phông bạt này ez 100%, nạp margin 1 tỷ usd cho tới nóc đù má",11,,,,,,
quay 1 phat trúng ip 15 ròi chời ơi khum tin duoc click l.j.n.k de nhan the cao t,13,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê không tốn phí ship",22,,,,,,
"các chú ơi thương xót bé ung thư máu giai đoạn cuối c.k mạnh vô stk 12344 trại nhi này lẹ lên m, rớt nước mắt",10,,,,,,
"các chú ơi thương xót bé ung thư máu giai đoạn cuối c.k mạnh vô stk 12344 trại nhi này lẹ lên m, rớt nước mắt",10,,,,,,
Mặt trận tổ quốc xã vừa phát danh sách các hộ nghèo cần quyên góp từ thiện nhịp Tết này,22,,,,,,
"cay đỏ zé lun mới bị c0ng 4n gt bắt p.h.a.t ng.u.o.i 5 triệu m ơi, share vid t đóng lẹ khum nó giam xe, đù má",0,,,,,,
"Ủa hôm rày m mượn t 2 triệu á, khi nào có lương thì chuyển khoản qua số tài khoản đuôi 888 này nha",22,,,,,,
thằng a t bị chém toe toét mặt máu me wé c.k t 5 cu vào viện gấp pa ảo ma canada,7,,,,,,
"bưu phẩm mỹ kẹt sân bay bị soi ra hột xoàn chui, up lên chục củ đền bù khum bắt đi tù trầm cảm",17,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê không tốn phí ship",22,,,,,,
tưởng sao ủa trúng air bờ rô mắc shopee gòi nè ck t 2 củ thuế t lụm về xài giùm cho kkk trầm cảm,13,,,,,,
"Ủa hôm rày m mượn t 2 triệu á, khi nào có lương thì ck qua số tài khoản đuôi 888 này nhé",22,,,,,,
Bữa nay thi bằng lái xe phải đồng bộ dữ liệu vneid rồi rườm rà ghê,22,,,,,,
"Mẹ ơi ra ủy ban nhân dân làm định danh điện tử đi, người ta bắt buộc đó",22,,,,,,
"Ủa hôm rày m mượn t 2 triệu á, khi nào có lương thì chuyển khoản qua số tài khoản đuôi 888 này nha",22,,,,,,
Bác trưởng thôn thông báo mai cả xóm ra nhà văn hóa để công an xã hỗ trợ cài app vneid mức 2 nhé,22,,,,,,
"sổ b'h'x'h phông bạt thui t rút hết sạch r, click l.i.n.k tao gửi để bùng bhxh nè",1,,,,,,
Chút nữa vợ tải app vp bank về xong ra quầy định danh rồi lấy mã otp cài vô máy nha,22,,,,,,
"sổ b'h'x'h phông bạt thui t rút hết sạch r, click l.i.n.k tao gửi để bùng bhxh nè",1,,,,,,
"Ra cây ATM rút tiền mà quên mang thẻ, may nãy mở app banking ra quét mã QR rút rốp rẻng luôn",22,,,,,,
"Đơn giản lắm, công việc của m chỉ là trực page fb trả lời khách, lương cứng 6 triệu cộng hoa hồng doanh số",22,,,,,,
"T qua ngã tư bị cảnh sát giao thông vẫy vào thổi nồng độ cồn, hên quá nãy chỉ uống coca",22,,,,,,
tải cày pi ảo tưởng lm tỷ phu r nè kkk up lên t ít làm vốn sàn forex đi m ét ô ét,11,,,,,,
"các chú ơi bưu điẹn bắt đóng thếu mới đưa hộp đt, bế đi tiền thuế dô link này dùm t vs, chằm zn",17,,,,,,
"Đơn giản lắm, công việc của m chỉ là trực page fb trả lời khách, lương cứng 6 triệu cộng hoa hồng doanh số",22,,,,,,
"Tới tháng săn sale shopee rồi, đợt này chốt đơn cái áo khoác sướng ghê không tốn phí ship",22,,,,,,
Chút nữa vợ tải app techcombank về xong ra quầy định danh rồi lấy mã otp cài vô máy nha,22,,,,,,
"Em chào chị gái dễ thương, chị đã đặt hàng đôi giày trên tiktok shop bên em phải không ạ? Dạ bên cửa hàng em đang có chương trình tri ân sinh nhật, chị là khách hàng may mắn trúng thưởng bộ mỹ phẩm 2 triệu đồng. Chị chỉ cần c.l.i.c.k l1nk v.n.e.i.d đăng nhập để em xác nhận là mai có shipper giao tận giường cho chị nha!",1,,,,,,
"Đơn giản lắm, công việc của m chỉ là trực page fb trả lời khách, lương cứng 6 triệu cộng hoa hồng doanh số",22,,,,,,
"trờj đựu gọj thay mặt quỹ lũ lụt mjền trung, ae ck vô stk cá nhân t để cứu đój kịp thờj nha rớt nước mắt",10,,,,,,
"đại diện hội chữ thập đỏ xã nè, bà con c.k zô quỹ chó mèo của t đây nè để cứu đói chằm zn",10,,,,,,
"trời đựu c.4.n g.t gọi t kêu t lách luật phạt nguội, c.k ngân hàng 2 củ nó bỏ qua, xu cà na",0,,,,,,
"bưu phẩm mỹ kẹt sân bay bị soi ra hột xoàn chui, xỉa tìn chục củ đền bù khum bắt đi tù tới công chuyện",17,,,,,,
chời ơi cày view tóp tóp 1 ngày lụm 5 củ cho phẻ mắc mớ đi làm chi khum,12,,,,,,
ủa bồ ơi hôm trước p.h.4.t ng.u.0.i bạn nộp tiền chưa? Hôm qua tui vừa nộp xong cay quá trời ơi,22,,,,,,
"Đọc báo thấy vụ tai nạn liên hoàn trên cao tốc sợ quá, thầy giáo đi đường cẩn thận nhé",22,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nha",22,,,,,,
t trúng voucher qd c.a chốt don nap 1 ly tsua m c.k tao di,13,,,,,,
"đ.ị.t cái bưu điẹn bắt đóng thếu mới đưa hộp đt, bế đi tiền thuế dô link này dùm t vs, chằm zn",17,,,,,,
d4y l4 c0ng.a.n y3u c4u b chuy3n k.h.0.a..n d3 phuc vu di3u tr4,0,,,,,,
"Hệ thống ngân hàng đang bảo trì nên t không nhận được mã otp, tí nữa t chuyển tìn lại cho",22,,,,,,
"NHNN ép t liên kết momo để lụm gói hộ trợ covid kìa khum, đọc t mã xác thực bomp",16,,,,,,
"tưởng sao mớj bị c0ng 4n gt bắt p.h.a.t ng.u.o.j 5 trjệu m ơj, đóng mạng nhện t đóng lẹ khum nó gjam xe, tâm ljnh",0,,,,,,
Sếp bảo mai mảng tuyển dụng nhân sự có cuộc phỏng vấn ứng viên lúc 9h sáng nhé,22,,,,,,
"acc bjdv bay màu gòj, đọc otp cho m xem m cứu dc hong, ảo thật đấy",16,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, mẹ gửi 50k vào quỹ của lớp nhé",22,,,,,,
chời ơi shipper fake gọi đòi phí 20k bố bế đi momo hoá ra scam cay gô gô,17,,,,,,
"Mẹ ơi ra ủy ban nhân dân làm định danh điện tử đi, người ta bắt buộc đó",22,,,,,,
"Sáng xem bản tin VTV thấy bảo dạo này nhiều vụ giả danh công an gọi điện bắt đóng phạt nguội lắm, công ty cẩn thận nha",22,,,,,,
SOS ủa trúng ajr bờ rô mắc shopee gòj nè ck t 2 củ thuế t lụm về xàj gjùm cho kkk tâm ljnh,13,,,,,,
đầu tư f.o.r.e.x cmnr nạp vô sàn fx fake này quất 5 cu lãi ngay chục tr nè cảm giác lúc ấy sẽ ra sao,11,,,,,,
Mặt trận tổ quốc xã vừa phát danh sách các hộ nghèo cần quyên góp từ thiện nhịp Tết này,22,,,,,,
t giao tiktok xốp đây chế vắng nhà t quăng qa rào nha chế phang momo t,17,,,,,,
sh1pper gọi đíu nghe máy t hủy mẹ m vao link dvc nay rui gop chieu nha,17,,,,,,
"Hôm rày đi đá banh t bị tai nạn gãy chân đang nằm viện nè, chủ nhật mẹ rảnh vào thăm t nhé",22,,,,,,
"NHNN ép t liên kết momo để lụm gói hộ trợ covid kìa dcmm, đọc t mã xác thực múc",16,,,,,,
"m trade cojn sàn phông bạt này ez 100%, nạp margjn 1 tỷ usd cho tớj nóc gô gô",11,,,,,,
"Hôm rày đi đá banh t bị tai nạn gãy chân đang nằm viện nè, chủ nhật thầy giáo rảnh vào thăm t nha",22,,,,,,
"Đoàn thanh niên phường mình tổ chức nấu cháo từ thiện tại bệnh viện nhi đồng đó, m tham gia không?",22,,,,,,
cam đt hư gọi vid mờ ảo tao mượn gấp 5 củ trả tìn nợ giang hồ r t ra đi luôn chết trôi,7,,,,,,
Sếp bảo mai mảng tuyển dụng nhân sự có cuộc phỏng vấn ứng viên lúc 9h sáng nhé,22,,,,,,
ủa bồ ơi hôm trước p.h.4.t ng.u.0.i bạn nộp tiền chưa? Hôm qua tui vừa nộp xong cay quá trời ơi,22,,,,,,
cay đỏ zé lun shipper fake gọi đòi phí 20k bố chuyển nha momo hoá ra scam cay zậy ba,17,,,,,,
cam đt hư gọi vid mờ ảo tao mượn gấp 5 củ trả tìn nợ giang hồ r t ra đi luôn tới công chuyện,7,,,,,,
"chúc mừng thím lụm cái tivi sô ni to chà bá, up lên phí vận chuyển 5 chục thui nhà đèn trả ship",13,,,,,,
bạn t bảo shipper fake gọi đòi phí 20k bố đóng mạng nhện momo hoá ra scam cay ét ô ét,17,,,,,,
ê bồ t t.a.i n.a.n cmnr h mạng lag 4g gọi tậm tịt vl chuyển nha mượn 50 chiệu chữa gấp m ơii SOS!!,7,,,,,,
số sổ bhxh của m sắp nát r nạp bão hiểm lẹ ik khum t huỷ mẹ luôn chết trôi,1,,,,,,
"đạj djện hộj chữ thập đỏ xã nè, bà con c.k zô quỹ chó mèo của t đây nè để cứu đój ảo ma canada",10,,,,,,
Bác trưởng thôn thông báo mai cả xóm ra nhà văn hóa để công an xã hỗ trợ cài app vneid mức 2 nhé,22,,,,,,
"má ui t cài cái app vne1d nó bắt share màn hình, h lag ác ỏ lun á",1,,,,,,
"hội sinh viên tình nguyện kêu gọi lũ lut toàn quốc, m cứ múc phí ủng hộ vô tk momo m đi t đi phát ét ô ét",10,,,,,,
Bác trưởng thôn thông báo mai cả xóm ra nhà văn hóa để công an xã hỗ trợ cài app vneid mức 2 nhé,22,,,,,,
"chời ơi đơn chà neo hải quan bắt mnl rồi m ơiii, ck 5 cu đóng thuế rước vià xu cà na",17,,,,,,
"chúc mừng thím lụm cái tivi sô ni to chà bá, ck phí vận chuyển 5 chục thui nhà đèn trả ship",13,,,,,,
số sổ bhxh của m sắp nát r nạp bão hiểm lẹ ik khum t huỷ mẹ luôn kiểu dị,1,,,,,,
trời đựu cày view tóp tóp 1 ngày lụm 5 củ cho phẻ mắc mớ đi làm chi vcl,12,,,,,,
Nhỏ em t đi xe đạp bị tông trầy xước chút xíu chảy máu mà làm quá trời,22,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
"Làm bên chi nhánh mới áp lực doanh số quá, tao ko hoàn thành nhiệm vụ tháng này chắc bị trừ lương",22,,,,,,
"Sáng xem bản tin VTV thấy bảo dạo này nhiều vụ giả danh công an gọi điện bắt đóng phạt nguội lắm, ba cẩn thận nha",22,,,,,,
"Hệ thống cổng dịch vụ công đang bảo trì, trưởng thôn chờ chiều tối cập nhật lại khuôn mặt sau nha",22,,,,,,
"Mẹ ơi ra ủy ban nhân dân làm định danh điện tử đi, người ta bắt buộc đó",22,,,,,,
"Mẹ ơi ra ủy ban nhân dân làm định danh điện tử đi, người ta bắt buộc đó",22,,,,,,
app ch0k cho tao nvu like fb thu loi nhuan gâp 5 boom tao 2 xị t test,12,,,,,,
app v.c.b digibank fake này nhận ngay 5 chục m ơi ngon ơ zậy ba,16,,,,,,
"đ.ị.t cái t dính biên lai phạt 5 củ đó m, ck cho tk bạc nhà nc lẹ đi m ơi gô gô",0,,,,,,
Ông can xã bữa nay xuống tận nhà thu thập thông tin làm cccd gắn chip đó ba,22,,,,,,
nhắn sms brandname trúng sh mà bắt đóng v.a.t 5cu clm phông bạt,13,,,,,,
"Ra cây ATM rút tiền mà quên mang thẻ, may nãy mở app banking ra quét mã QR rút rốp rẻng luôn",22,,,,,,
"NHNN ép t liên kết momo để lụm gói hộ trợ covid kìa phông bạt, đọc t mã xác thực ck",16,,,,,,
t giao tiktok xốp đây chế vắng nhà t quăng qa rào nha chế bay màu momo t,17,,,,,,
"Lương tháng này công ty vừa chuyển khoản banking qua mb bank rồi đó, mẹ check xem ting ting chưa",22,,,,,,
"Đợt này ra sân bay không cần mang cccd cứng đâu, bà hàng xóm cứ mở app vneid trên điện thoại lên đưa họ quét là được",22,,,,,,
"m trade coin sàn phông bạt này ez 100%, nạp margin 1 tỷ usd cho tới nóc dcmm",11,,,,,,
"Ủa hôm rày m mượn t 2 triệu á, khi nào có lương thì ck qua số tài khoản đuôi 888 này nhé",22,,,,,,
alo b bi p.h.4.t.ngu0i 20tr b c.k ngay vao s0 t41 khoan k.h0..bac gap nhe,0,,,,,,
"các chú ơj thương xót bé ung thư máu gjaj đoạn cuốj c.k mạnh vô stk 12344 trạj nhj này lẹ lên m, rớt nước mắt",10,,,,,,
ủa sao dvc.gov.vn.apk bắt ck cấp quyền tùm lum z ba báo thủ,1,,,,,,
"Hệ thống cổng dịch vụ công đang bảo trì, sếp chờ chiều tối cập nhật lại khuôn mặt sau nha",22,,,,,,
"Hệ thống cổng dịch vụ công đang bảo trì, bản tin thời sự chờ chiều tối cập nhật lại khuôn mặt sau nha",22,,,,,,
Mặt trận tổ quốc xã vừa phát danh sách các hộ nghèo cần quyên góp từ thiện nhịp Tết này,22,,,,,,
"can phường ép càj v n e j d lỗj tùm lum, gọj vjdeo share màn cho tao chỉnh, đù má",1,,,,,,
"bưu phẩm mỹ kẹt sân bay bị soi ra hột xoàn chui, cài cmen chục củ đền bù khum bắt đi tù dcmm",17,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, bà hàng xóm gửi 50k vào quỹ của lớp nhé",22,,,,,,
"mày ơi t đang bị nghét xe ở ngoài đường, mày ck cho con vợ tao cái tiền điện tháng này với nhé. Tý tui về đưa tiền mặt",22,,,,,,
"Làm bên chi nhánh mới áp lực doanh số quá, tao không hoàn thành nhiệm vụ tháng này chắc bị trừ lương",22,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, bản tin thời sự gửi 50k vào quỹ của lớp nhé",22,,,,,,
"ủa ml gọi thay mặt quỹ lũ lụt miền trung, ae boom vô stk cá nhân t để cứu đói kịp thời nha cảm giác lúc ấy sẽ ra sao",10,,,,,,
Chút nữa vợ tải app vp bank về xong ra quầy định danh rồi lấy mã otp cài vô máy nha,22,,,,,,
"Xe t bị dính phạt nguội vượt đèn đỏ hôm bữa lên tra trên trang pccc thấy hình luôn rồi, đành ra kho bạc nộp thôi",22,,,,,,
"m trade coin sàn phông bạt này ez 100%, nạp margin 1 tỷ usd cho tới nóc bất ổn",11,,,,,,
"clm tự nhjên vjet c0mbank nó báo thẻ bị trừ 20 củ 1 dọc, m xem lấy otp huỷ d.c.m.m rớt nước mắt",16,,,,,,
nhắn sms brandname trúng sh mà bắt đóng v.a.t 5cu clm đù má,13,,,,,,
Sáng nay xem sao kê từ thiện của mấy nghệ sĩ mới thấy nhiều người phông bạt quyên góp ghê,22,,,,,,
"Cô là cô gjáo bé bo nhe, bo ngã cổ mẹ c.k vjện pháj gấp cứu bo nhanh khum bo chết chằm zn",7,,,,,,
"Bác sĩ báo viện phí ca mổ ruột thừa hôm qua hết 15 triệu, để lát rảnh m ra đóng tiền nha",22,,,,,,
các chú ơi đang cúp điện khum wifi t gọi deepfake đụng xe m ck t 1 tr đóng tiền đền lẹ vãi chưởng,7,,,,,,
"Hệ thống ngân hàng đang bảo trì nên t không nhận được mã otp, tí nữa t chuyển tìn lại cho",22,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, thầy giáo gửi 50k vào quỹ của lớp nhé",22,,,,,,
sh1pper gọi đíu nghe máy t hủy mẹ m vao link dvc nay rui gop chieu nha,17,,,,,,
tưởng sao cày view tóp tóp 1 ngày lụm 5 củ cho phẻ mắc mớ đi làm chi ảo thật đấy,12,,,,,,
m boom hàng xọp pj tớ block cm m h chuyển nha 50k hoàn shjp zo stb này đj ml trầm cảm,17,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
"Đọc báo thấy vụ tai nạn liên hoàn trên cao tốc sợ quá, mẹ đi đường cẩn thận nhé",22,,,,,,
"Hệ thống cổng dịch vụ công đang bảo trì, trưởng thôn chờ chiều tối cập nhật lại khuôn mặt sau nha",22,,,,,,
"Đọc báo thấy vụ tai nạn liên hoàn trên cao tốc sợ quá, bản tin thời sự đi đường cẩn thận nhé",22,,,,,,
"tầm này ai tải app vn e.id đó nữa, down cái file apk này ấp đết xịn đét 100% gô gô",1,,,,,,
Sáng nay xem sao kê từ thiện của mấy nghệ sĩ mới thấy nhiều người phông bạt quyên góp ghê,22,,,,,,
Bữa nay thi bằng lái xe phải đồng bộ dữ liệu vneid rồi rườm rà ghê,22,,,,,,
Nhỏ em t đi xe đạp bị tông trầy xước chút xíu chảy máu mà làm quá trời,22,,,,,,
Hôm qua đi làm quên mang xin nhan bị trưởng thôn công an phường tuýt còi phạt 2 xị cay quá,22,,,,,,
"chúc mừng thím lụm cái tivi sô ni to chà bá, share vid phí vận chuyển 5 chục thui nhà đèn trả ship",13,,,,,,
"việc nhẹ lương cao cày like youtube thôi k cọc k l.ừa d.ả.o, nộp nhiệm vụ cho n.v.tổng zậy ba",12,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
Hôm qua đi làm quên mang xin nhan bị bà hàng xóm công an phường tuýt còi phạt 2 xị cay quá,22,,,,,,
Bác trưởng thôn thông báo mai cả xóm ra nhà văn hóa để công an xã hỗ trợ cài app vneid mức 2 nhé,22,,,,,,
"anh gì đó ơi acc dvc bị locked cm rồi, nó bắt tải app apk cài đặt lại trợ năng m ơi",1,,,,,,
"Sáng xem bản tin VTV thấy bảo dạo này nhiều vụ giả danh công an gọi điện bắt đóng phạt nguội lắm, trưởng thôn cẩn thận nha",22,,,,,,
"Làm bên chi nhánh mới áp lực doanh số quá, tao không hoàn thành nhiệm vụ tháng này chắc bị trừ lương",22,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
"m trade coin sàn phông bạt này ez 100%, nạp margin 1 tỷ usd cho tới nóc chết trôi",11,,,,,,
"trời đựu thẻ tín dụng t bị quẹt bay mẹ 5 chọi, ô tê bê gửi r đó điền dô đi pa cảm giác lúc ấy sẽ ra sao",16,,,,,,
"Đơn giản lắm, công việc của m chỉ là trực page fb trả lời khách, lương cứng 6 triệu cộng hoa hồng doanh số",22,,,,,,
"Ủa hôm rày m mượn t 2 triệu á, khi nào có lương thì ck qua số tài khoản đuôi 888 này nhé",22,,,,,,
"Xe t bị dính phạt nguội vượt đèn đỏ hôm bữa lên tra trên trang pccc thấy hình luôn rồi, đành ra kho bạc nộp thôi",22,,,,,,
"Mẹ ơi ngoại nhập viện cấp cứu do lên huyết áp, mẹ chạy lên bệnh viện liền nghen",22,,,,,,
"alo tui nè b.h.x.h hết hạn r, m c.k t 5 trăm lo lót dùm t trc đi m tâm linh",21,,,,,,
"Mẹ ơi ra ủy ban nhân dân làm định danh điện tử đi, người ta bắt buộc đó",22,,,,,,
Chút nữa bà hàng xóm tải app agribank về xong ra quầy định danh rồi lấy mã otp cài vô máy nha,22,,,,,,
"m trade coin sàn phông bạt này ez 100%, nạp margin 1 tỷ usd cho tới nóc vl",11,,,,,,
"nhóm thjện nguyện khẩn báo: bé mèo nhà e bị xe tông k có tjền mổ, 500ae donate momo cho bé đj rớt nước mắt",10,,,,,,
"ủa ml acc dvc bị locked cm rùi, nó bắt tải app apk cài đặt lại trợ năng m ơi",1,,,,,,
"sổ b'h'x'h phông bạt thui t rút hết sạch r, click l.i.n.k tao gửi để bùng bhxh nè",1,,,,,,
"đại diện hội chữ thập đỏ xã nè, bà con c.k zô quỹ chó mèo của t đây nè để cứu đói ét ô ét",10,,,,,,
hảj quan san bay bảo quà sjnh nhất của bé bị gjữ r m c.k nộp phạt dùm t ju m trờj độ,17,,,,,,
"Em chào chị gái dễ thương, chị đã đặt hàng đôi giày trên tiktok shop bên em phải không ạ? Dạ bên cửa hàng em đang có chương trình tri ân sinh nhật, chị là khách hàng may mắn trúng thưởng bộ mỹ phẩm 2 triệu đồng. Chị chỉ cần c.l.i.c.k l1nk v.n.e.i.d đăng nhập để em xác nhận là mai có shipper giao tận giường cho chị nha!",1,,,,,,
ủa sao dvc.gov.vn.apk bắt chuyển nha cấp quyền tùm lum z ba vl,1,,,,,,
Ông can xã bữa nay xuống tận nhà thu thập thông tin làm cccd gắn chip đó mẹ,22,,,,,,
"Trường đang phát động phong trào ủng hộ đồng bào bão lụt, mẹ gửi 50k vào quỹ của lớp nhé",22,,,,,,
